Date,Price,Open,High,Low,Vol.,Change %,RollingMean,RollingStd,ZScore,Signal,PrevSignal
2012-09-25,12.2,12.1,12.2,12.0,21.23K,0.83%,11.755,0.526632799266344,0.8449910461709431,0,0.0
2012-09-26,12.3,12.2,12.5,12.0,23.50K,0.57%,11.81,0.5230477486505095,0.9368169565096603,0,0.0
2012-09-27,12.3,12.3,12.4,12.2,19.33K,0.00%,11.875,0.4972291645762609,0.8547366692824344,0,0.0
2012-09-28,12.4,12.3,12.4,12.1,26.68K,0.65%,11.945,0.4650693213749442,0.9783487731567092,0,0.0
2012-09-29,12.4,12.4,12.5,12.2,17.06K,0.00%,12.015,0.4183614654690505,0.9202568395450876,0,0.0
2012-09-30,12.4,12.4,12.4,12.3,7.79K,0.00%,12.075,0.3795773272580391,0.8562155235870132,0,0.0
2012-10-01,12.4,12.4,12.5,12.3,24.83K,0.00%,12.13,0.3388836161030675,0.7967337078871414,0,0.0
2012-10-02,12.8,12.4,12.9,12.3,50.83K,3.55%,12.2,0.3244428422614183,1.849324200891306,-1,0.0
2012-10-03,12.9,12.8,13.0,12.7,32.96K,0.39%,12.275,0.3024026594145304,2.0667807657843924,-1,-1.0
2012-10-04,12.9,12.9,13.1,12.6,37.95K,0.00%,12.335,0.301356581931787,1.8748553503566383,-1,-1.0
2012-10-05,12.7,12.9,13.0,12.5,31.26K,-1.25%,12.38,0.2839570019339063,1.126931182610821,0,-1.0
2012-10-06,12.5,12.7,12.9,12.4,24.67K,-1.42%,12.41,0.2613728935326064,0.344335630155054,0,0.0
2012-10-07,11.8,12.5,12.6,11.7,63.51K,-5.68%,12.405,0.27236778540466,-2.221261222582344,1,0.0
2012-10-08,11.8,11.8,11.9,10.6,97.94K,0.00%,12.38,0.3036618618063741,-1.9100192449252296,1,1.0
2012-10-09,11.9,11.8,12.4,11.6,46.77K,1.02%,12.345,0.3170173496828292,-1.403708662775762,0,1.0
2012-10-10,12.1,11.9,12.2,11.8,27.72K,1.85%,12.335,0.3216323497737411,-0.7306478970952859,0,0.0
2012-10-11,12.0,12.1,12.1,11.9,19.83K,-0.74%,12.315,0.3297127936791589,-0.9553769402910262,0,0.0
2012-10-12,12.0,12.0,12.1,11.9,21.54K,0.00%,12.305,0.3363503812206772,-0.9067924908932778,0,0.0
2012-10-13,11.9,12.0,12.1,11.9,11.86K,-1.17%,12.29,0.347774881814342,-1.1214150888798238,0,0.0
2012-10-14,11.7,11.9,12.0,11.5,22.89K,-1.01%,12.27,0.3700640058435571,-1.540274090425766,1,0.0
2012-10-15,11.8,11.7,12.0,11.4,27.10K,0.85%,12.25,0.3845708476237291,-1.1701354972186744,0,1.0
2012-10-16,11.9,11.8,12.0,11.5,41.19K,0.00%,12.23,0.3921600103071951,-0.8414932459367731,0,0.0
2012-10-17,11.8,11.9,12.0,11.7,23.55K,0.00%,12.205000000000002,0.4032434291564147,-1.0043561053115266,0,0.0
2012-10-18,11.9,11.8,12.0,11.8,21.88K,1.10%,12.18,0.4060075187272872,-0.6896424009036036,0,0.0
2012-10-19,11.7,11.9,12.0,11.6,23.18K,-1.68%,12.145,0.4160908301648814,-1.069478026765606,0,0.0
2012-10-20,11.7,11.7,11.9,11.6,22.11K,0.00%,12.11,0.4228972750717256,-0.96950258175691,0,0.0
2012-10-21,11.6,11.7,11.8,11.6,9.38K,-0.94%,12.07,0.4317650433181375,-1.0885550075754713,0,0.0
2012-10-22,11.7,11.6,11.8,11.5,37.62K,0.69%,12.015,0.4029823033856958,-0.7816720420561833,0,0.0
2012-10-23,11.6,11.7,12.0,11.4,54.34K,-0.51%,11.95,0.3546681176595216,-0.986838067965265,0,0.0
2012-10-24,11.6,11.6,11.8,11.6,21.77K,0.00%,11.885,0.2833539724163937,-1.005809085962584,0,0.0
2012-10-25,10.9,11.6,11.7,10.5,84.71K,-6.78%,11.795,0.296426080250329,-3.019302482575692,1,0.0
2012-10-26,10.2,10.9,10.9,9.7,99.00K,-6.35%,11.68,0.4262443084972075,-3.47218712483922,1,1.0
2012-10-27,10.3,10.2,10.8,9.8,47.87K,0.88%,11.605,0.5246301955713303,-2.4874664306709127,1,1.0
2012-10-28,10.7,10.3,10.9,10.3,22.39K,4.29%,11.55,0.5596051239372215,-1.5189281935441274,1,1.0
2012-10-29,10.6,10.7,10.9,10.3,37.58K,-0.93%,11.485,0.591407776322471,-1.4964294272611094,0,1.0
2012-10-30,10.9,10.6,10.9,10.6,26.02K,2.74%,11.425,0.5865824301565604,-0.8950148743116572,0,0.0
2012-10-31,11.2,10.9,11.2,10.7,40.67K,2.85%,11.385000000000002,0.5724140937614992,-0.3231926013287226,0,0.0
2012-11-01,10.6,11.2,11.3,10.4,50.36K,-5.63%,11.315,0.5788145780726608,-1.2352833309430655,0,0.0
2012-11-02,10.5,10.6,10.8,10.3,24.49K,-0.95%,11.245,0.5889106803868012,-1.2650475272594464,0,0.0
2012-11-03,10.6,10.5,10.6,10.4,16.73K,1.62%,11.19,0.5955095120544517,-0.990748238369116,0,0.0
2012-11-04,10.8,10.6,10.9,10.5,16.75K,1.50%,11.14,0.5834561274265129,-0.5827344748261699,0,0.0
2012-11-05,10.8,10.8,10.9,10.6,21.78K,-0.46%,11.085,0.5593934685277843,-0.509480385514803,0,0.0
2012-11-06,10.9,10.8,10.9,10.7,27.00K,1.40%,11.04,0.5344943503221372,-0.2619298032161078,0,0.0
2012-11-07,10.9,10.9,11.2,10.8,31.73K,0.00%,10.989999999999998,0.4951342189112075,-0.1817688953066235,0,0.0
2012-11-08,10.9,10.9,11.1,10.8,26.06K,0.00%,10.95,0.4662278638740958,-0.1072436975013174,0,0.0
2012-11-09,10.8,10.9,11.0,10.8,14.73K,-1.01%,10.905,0.4322219215561108,-0.24293076024921,0,0.0
2012-11-10,10.9,10.8,11.0,10.8,13.49K,0.65%,10.87,0.4001315573131774,0.0749753411139196,0,0.0
2012-11-11,10.9,10.9,10.9,10.7,12.63K,0.00%,10.83,0.3495862215759723,0.2002367246753397,0,0.0
2012-11-12,11.0,10.9,11.2,10.8,39.22K,1.29%,10.8,0.3026201370834356,0.6608945522513497,0,0.0
2012-11-13,10.9,11.0,11.1,10.9,16.76K,-0.54%,10.765,0.2390221306643928,0.5648012576272745,0,0.0
2012-11-14,10.9,10.9,11.1,10.8,24.54K,0.00%,10.765,0.2390221306643928,0.5648012576272745,0,0.0
2012-11-15,11.2,10.9,11.3,10.9,31.90K,2.28%,10.815,0.2183068820189088,1.763572437293346,-1,0.0
2012-11-16,11.8,11.2,11.8,11.2,58.25K,4.91%,10.89,0.2807883638314289,3.24087504048536,-1,-1.0
2012-11-17,11.8,11.8,11.8,11.5,19.11K,0.00%,10.945,0.3425523394506725,2.4959689411875123,-1,-1.0
2012-11-18,11.6,11.8,11.8,11.6,15.51K,-1.19%,10.995,0.3619755734707007,1.671383497508207,-1,-1.0
2012-11-19,11.8,11.6,11.8,11.6,25.20K,1.29%,11.04,0.4031455268131359,1.885175326160251,-1,-1.0
2012-11-20,11.7,11.8,11.8,11.6,27.22K,-0.59%,11.065,0.4283075628809499,1.4825794709968716,0,-1.0
2012-11-21,11.8,11.7,11.8,11.6,19.23K,0.00%,11.125,0.4435206041614677,1.5219135112700666,-1,0.0
2012-11-22,12.4,11.8,12.4,11.7,58.30K,5.52%,11.22,0.5022056613736545,2.349635001669262,-1,-1.0
2012-11-23,12.4,12.4,12.4,12.1,18.97K,-0.56%,11.31,0.5447355708095628,2.0009708533997297,-1,-1.0
2012-11-24,12.4,12.4,12.5,12.3,19.57K,0.49%,11.39,0.5821014561595873,1.7350927219173646,-1,-1.0
2012-11-25,12.5,12.4,12.6,12.3,24.02K,0.56%,11.475,0.614624403920547,1.6676851642430086,-1,-1.0
2012-11-26,12.3,12.5,12.6,11.9,35.91K,-1.84%,11.545,0.625320970214035,1.2073799471998825,0,-1.0
2012-11-27,12.2,12.3,12.3,11.9,33.20K,-0.41%,11.61,0.6223047146653182,0.9480885908397882,0,0.0
2012-11-28,12.4,12.2,12.4,12.1,30.69K,1.23%,11.685,0.622621791087323,1.1483697008923393,0,0.0
2012-11-29,12.4,12.4,12.6,12.1,26.51K,0.81%,11.765,0.6054793664179121,1.0487558044409262,0,0.0
2012-11-30,12.6,12.4,12.6,12.4,24.35K,0.96%,11.85,0.5969219291277739,1.2564457149294297,0,0.0
2012-12-01,12.6,12.6,12.7,12.5,14.70K,0.00%,11.935,0.5751658799630072,1.156188193991566,0,0.0
2012-12-02,12.5,12.6,12.7,12.4,14.01K,-0.48%,12.010000000000002,0.5437685266050709,0.9011187224447,0,0.0
2012-12-03,12.7,12.5,12.7,12.5,26.76K,1.44%,12.1,0.4973614591547708,1.2063660924182895,0,0.0
2012-12-04,13.4,12.7,13.5,12.6,63.25K,5.76%,12.225,0.4940434670839689,2.378333240464233,-1,0.0
2012-12-05,13.4,13.4,13.4,13.1,29.80K,0.00%,12.335,0.4987088592713327,2.1355144994939117,-1,-1.0
2012-12-06,13.3,13.4,13.7,12.9,46.56K,-0.60%,12.41,0.5260578315215786,1.6918291995116763,-1,-1.0
2012-12-07,13.5,13.3,13.6,13.0,32.80K,1.50%,12.495,0.5586402665117697,1.799011027750226,-1,-1.0
2012-12-08,13.4,13.5,13.6,13.4,13.17K,-0.59%,12.585,0.5518151864527809,1.4769437666966772,0,-1.0
2012-12-09,13.4,13.4,13.5,13.0,28.17K,0.00%,12.665,0.5479867459018747,1.3412733163652324,0,0.0
2012-12-10,13.4,13.4,13.6,13.3,24.67K,0.00%,12.750000000000002,0.5216370991003298,1.246077016226524,0,0.0
2012-12-11,13.6,13.4,13.7,13.3,28.05K,0.97%,12.84,0.5040885469417101,1.5076716275561044,-1,0.0
2012-12-12,13.7,13.6,13.8,13.3,37.68K,1.03%,12.905,0.5276312508201285,1.5067341041007,-1,-1.0
2012-12-13,13.7,13.7,13.8,13.5,24.20K,0.00%,12.97,0.5420234991991737,1.3468050759396175,0,-1.0
2012-12-14,13.6,13.7,13.9,13.0,70.14K,-0.73%,13.029999999999998,0.5420234991991719,1.0516149223090232,0,0.0
2012-12-15,13.5,13.6,13.6,13.4,15.19K,-0.81%,13.079999999999998,0.5366563145998587,0.782623792125062,0,0.0
2012-12-16,13.3,13.5,13.7,13.1,42.76K,-1.41%,13.13,0.5058603926401102,0.3360611000057972,0,0.0
2012-12-17,13.3,13.3,13.5,12.8,63.63K,-0.38%,13.185,0.4568484719419438,0.25172460249493,0,0.0
2012-12-18,13.3,13.3,13.4,13.1,23.22K,0.38%,13.23,0.4181412503724743,0.1674075445501855,0,0.0
2012-12-19,13.6,13.3,13.6,13.2,38.81K,2.26%,13.29,0.3768288736281984,0.8226545832734224,0,0.0
2012-12-20,13.5,13.6,13.7,13.3,32.98K,-0.59%,13.335,0.3422449107689753,0.482110894298675,0,0.0
2012-12-21,13.5,13.5,13.6,13.4,25.33K,0.00%,13.38,0.296647939483648,0.404519917478192,0,0.0
2012-12-22,13.4,13.5,13.6,13.3,14.78K,-0.96%,13.425,0.2124419425331573,-0.1176792101498433,0,0.0
2012-12-23,13.3,13.4,13.5,13.0,23.98K,-0.45%,13.455000000000002,0.1316894273017005,-1.1770117250559229,0,0.0
2012-12-24,13.4,13.3,13.4,13.2,16.69K,0.53%,13.455000000000002,0.1316894273017005,-0.4176493217940454,0,0.0
2012-12-25,13.4,13.4,13.4,13.1,13.17K,0.00%,13.454999999999998,0.1316894273017005,-0.4176493217940184,0,0.0
2012-12-26,13.5,13.4,13.5,13.2,15.84K,0.90%,13.465,0.1268027892765485,0.2760191648755252,0,0.0
2012-12-27,13.4,13.5,13.5,13.3,19.82K,-0.37%,13.46,0.127320565171858,-0.4712514425223479,0,0.0
2012-12-28,13.4,13.4,13.6,13.3,23.81K,0.00%,13.46,0.127320565171858,-0.4712514425223479,0,0.0
2012-12-29,13.4,13.4,13.7,13.3,26.15K,0.00%,13.46,0.127320565171858,-0.4712514425223479,0,0.0
2012-12-30,13.4,13.4,13.6,13.4,11.76K,0.37%,13.46,0.127320565171858,-0.4712514425223479,0,0.0
2012-12-31,13.5,13.4,13.6,13.4,15.05K,0.45%,13.455000000000002,0.1234376040967872,0.3645566545889346,0,0.0
2013-01-01,13.3,13.5,13.6,13.2,28.41K,-1.55%,13.435,0.1136708081763812,-1.1876400121174515,0,0.0
2013-01-02,13.3,13.3,13.4,13.2,17.97K,0.00%,13.415,0.0988086934162691,-1.1638652027865508,0,0.0
2013-01-03,13.4,13.3,13.5,13.3,18.03K,0.90%,13.405,0.088704120831703,-0.0563671670844605,0,0.0
2013-01-04,13.5,13.4,13.5,13.3,29.64K,0.75%,13.405,0.088704120831703,1.07097617460457,0,0.0
2013-01-05,13.4,13.5,13.6,13.3,21.33K,-0.44%,13.410000000000002,0.0852241626220549,-0.1173376152060154,0,0.0
2013-01-06,13.4,13.4,13.5,13.4,12.74K,0.00%,13.415,0.0812727700880694,-0.1845636611591576,0,0.0
2013-01-07,13.6,13.4,13.6,13.4,25.48K,1.04%,13.43,0.0864504725864425,1.966443848297228,-1,0.0
2013-01-08,13.7,13.6,13.9,13.5,42.80K,1.10%,13.435,0.0988086934162657,2.6819502498995367,-1,-1.0
2013-01-09,13.8,13.7,13.9,13.6,28.61K,0.00%,13.45,0.1277332747312793,2.7400847644149007,-1,-1.0
2013-01-10,14.1,13.8,14.3,13.8,51.81K,2.69%,13.48,0.1935812083091166,3.20279021613484,-1,-1.0
2013-01-11,14.1,14.1,14.4,13.9,40.44K,0.00%,13.515,0.2368099393359816,2.470335500445409,-1,-1.0
2013-01-12,14.2,14.1,14.3,14.0,26.93K,0.71%,13.56,0.2760625405875964,2.318315257976569,-1,-1.0
2013-01-13,14.1,14.2,14.3,13.9,38.33K,-0.84%,13.595,0.2981963323575035,1.693515128128951,-1,-1.0
2013-01-14,14.3,14.1,14.4,14.1,22.10K,1.27%,13.64,0.3330876287419559,1.981460561873057,-1,-1.0
2013-01-15,14.3,14.3,14.5,14.0,51.57K,-0.35%,13.68,0.3621572790055825,1.711963381496585,-1,-1.0
2013-01-16,14.7,14.3,14.7,14.2,45.53K,3.37%,13.745,0.4211200603901945,2.267761832849117,-1,-1.0
2013-01-17,15.5,14.7,15.7,14.6,65.49K,5.23%,13.85,0.5670793131196912,2.9096459028328923,-1,-1.0
2013-01-18,15.7,15.5,16.0,15.4,56.10K,1.29%,13.965,0.6907471164957871,2.511773062190671,-1,-1.0
2013-01-19,15.6,15.7,15.8,15.3,34.59K,-0.51%,14.075,0.7670003087900835,1.9882651708519328,-1,-1.0
2013-01-20,15.7,15.6,15.9,15.5,25.98K,0.51%,14.185,0.834944057375845,1.814492823341376,-1,-1.0
2013-01-21,16.8,15.7,17.0,15.6,61.50K,7.01%,14.360000000000005,0.9917554876925492,2.460283840402014,-1,-1.0
2013-01-22,17.3,16.8,17.6,16.6,60.98K,2.74%,14.56,1.1564009503172317,2.3694203980447672,-1,-1.0
2013-01-23,17.5,17.3,17.6,16.8,49.44K,1.39%,14.764999999999995,1.2950411495188956,2.111902004825135,-1,-1.0
2013-01-24,16.9,17.5,19.2,15.6,172.01K,-3.43%,14.935,1.3425329555887835,1.46365122123816,0,-1.0
2013-01-25,17.4,16.9,17.8,15.4,80.77K,2.96%,15.135,1.3985989229826632,1.619477866584969,-1,0.0
2013-01-26,17.9,17.4,17.9,16.5,34.81K,2.76%,15.360000000000005,1.4651746797242646,1.7335816917597875,-1,-1.0
2013-01-27,17.8,17.9,18.0,17.2,23.77K,-0.34%,15.57,1.5002105115440303,1.4864580556130524,0,-1.0
2013-01-28,18.7,17.8,18.9,17.8,57.67K,5.05%,15.820000000000002,1.5863231236514852,1.8155191442779048,-1,0.0
2013-01-29,19.5,18.7,19.8,18.7,86.08K,4.33%,16.105,1.7114090839514082,1.9837454597128883,-1,-1.0
2013-01-30,19.7,19.5,19.8,19.1,45.07K,0.87%,16.384999999999998,1.820721372365713,1.8207069188695968,-1,-1.0
2013-01-31,20.4,19.7,21.4,19.5,99.23K,3.60%,16.7,1.9453047386760751,1.902015620708417,-1,-1.0
2013-02-01,20.5,20.4,21.1,20.3,49.92K,0.44%,17.015,2.0275146829242643,1.7188531502882232,-1,-1.0
2013-02-02,19.6,20.5,20.5,18.0,80.50K,-4.24%,17.29,1.9838558945967084,1.1643990908269044,0,-1.0
2013-02-03,20.6,19.6,20.9,19.4,34.24K,4.89%,17.604999999999997,1.9842736971655253,1.50936839221236,-1,0.0
2013-02-04,20.4,20.6,21.0,19.9,52.22K,-0.78%,17.91,1.9172073989336929,1.2987640259394366,0,-1.0
2013-02-05,20.6,20.4,20.8,20.2,29.21K,0.83%,18.205,1.8500284492833263,1.2945746866367327,0,0.0
2013-02-06,21.2,20.6,21.3,20.6,51.99K,2.82%,18.49,1.8504338040464092,1.4645214511721218,0,0.0
2013-02-07,22.1,21.2,22.2,20.8,64.26K,4.58%,18.81,1.895396084144219,1.735784951505508,-1,0.0
2013-02-08,22.7,22.1,22.8,22.0,48.65K,2.30%,19.165,1.9271672693905644,1.8342984836588088,-1,-1.0
2013-02-09,23.6,22.7,24.0,22.6,38.13K,4.37%,19.56,1.9882285159354036,2.031959589966599,-1,-1.0
2013-02-10,24.0,23.6,24.1,22.7,56.43K,1.35%,19.92,2.110275611832369,1.9333967454882848,-1,-1.0
2013-02-11,24.6,24.0,24.7,23.6,29.53K,2.84%,20.285000000000004,2.25931405519457,1.9098717108757128,-1,-1.0
2013-02-12,25.2,24.6,25.8,24.3,74.24K,2.11%,20.67,2.410743497455927,1.8790883413272856,-1,-1.0
2013-02-13,24.2,25.2,26.3,24.2,90.15K,-3.85%,21.035,2.36204082143069,1.3399429727395464,0,-1.0
2013-02-14,27.2,24.2,27.6,21.7,145.74K,12.48%,21.525,2.575159678237592,2.203746838675224,-1,0.0
2013-02-15,27.1,27.2,27.5,26.1,51.71K,-0.44%,21.985000000000003,2.7116270120780346,1.8863213772458167,-1,-1.0
2013-02-16,27.2,27.1,27.5,26.8,18.83K,0.44%,22.455,2.7622406999047318,1.717808299676292,-1,-1.0
2013-02-17,26.8,27.2,27.4,25.0,77.04K,-1.51%,22.86,2.7764801647522708,1.4190629020220444,0,-1.0
2013-02-18,27.0,26.8,27.1,26.4,29.74K,0.52%,23.235000000000003,2.805122194542586,1.3421875194331534,0,0.0
2013-02-19,29.4,27.0,29.6,26.8,99.70K,9.17%,23.72,2.9939588296574517,1.8971536761745875,-1,0.0
2013-02-20,29.6,29.4,29.9,29.0,37.21K,0.78%,24.18,3.159213759615984,1.7156167364435722,-1,-1.0
2013-02-21,29.8,29.6,30.0,29.3,34.73K,0.34%,24.645000000000003,3.27148364861533,1.575737663302054,-1,-1.0
2013-02-22,30.3,29.8,31.3,29.7,66.95K,1.68%,25.18,3.2779325962049177,1.561960122647967,-1,-1.0
2013-02-23,29.8,30.3,30.7,28.0,72.28K,-1.49%,25.640000000000004,3.246763570728559,1.281275925818803,0,-1.0
2013-02-24,29.9,29.8,30.4,29.2,24.28K,0.30%,26.115,3.1327262383122534,1.208212819144758,0,0.0
2013-02-25,30.4,29.9,30.4,29.5,26.78K,1.71%,26.605,2.987777734282317,1.2701748046568064,0,0.0
2013-02-26,31.1,30.4,31.7,30.1,42.86K,2.30%,27.1,2.8626450779139097,1.3973090939079718,0,0.0
2013-02-27,30.9,31.1,31.6,30.8,30.47K,-0.64%,27.54,2.7267485939734697,1.2322368139938211,0,0.0
2013-02-28,33.4,30.9,34.5,30.9,126.52K,8.03%,28.075,2.776380642794435,1.9179646759964335,-1,0.0
2013-03-01,34.5,33.4,34.9,32.9,39.79K,3.36%,28.62,2.917930052189924,2.0151271260210737,-1,-1.0
2013-03-02,34.3,34.5,34.8,33.2,36.66K,-0.72%,29.135,2.9681245185965706,1.7401561045161886,-1,-1.0
2013-03-03,34.5,34.3,34.5,33.8,12.53K,0.73%,29.630000000000003,2.9973848250555104,1.624749668207787,-1,-1.0
2013-03-04,36.2,34.5,36.7,34.2,46.77K,4.78%,30.18,3.147195911484144,1.91281387282977,-1,-1.0
2013-03-05,40.3,36.2,40.7,36.2,85.43K,11.56%,30.985000000000003,3.568026876226272,2.610686612835163,-1,-1.0
2013-03-06,41.0,40.3,49.1,40.1,126.45K,1.71%,31.675,4.093238969710564,2.2781469806683137,-1,-1.0
2013-03-07,42.0,41.0,45.5,33.3,157.32K,2.39%,32.42,4.547480505441195,2.106661037587131,-1,-1.0
2013-03-08,44.2,42.0,44.5,41.0,47.10K,5.19%,33.27,5.07824047439551,2.1523202879243453,-1,-1.0
2013-03-09,46.8,44.2,47.0,43.4,44.48K,6.04%,34.27,5.671637654523581,2.209238453377981,-1,-1.0
2013-03-10,46.0,46.8,48.0,45.5,36.36K,-1.81%,35.220000000000006,5.973062337211099,1.804769378153404,-1,-1.0
2013-03-11,48.4,46.0,48.5,45.5,41.39K,5.22%,36.17,6.487485929403599,1.885167865192474,-1,-1.0
2013-03-12,44.3,48.4,48.4,36.7,183.41K,-8.49%,36.905,6.536494714898335,1.1313403165682838,0,-1.0
2013-03-13,46.9,44.3,47.3,43.8,49.52K,5.94%,37.76,6.675122707328595,1.369263218182525,0,0.0
2013-03-14,47.2,46.9,48.0,46.0,37.04K,0.53%,38.605,6.750319680539045,1.2732730310209024,0,0.0
2013-03-15,47.0,47.2,47.5,46.4,20.29K,-0.47%,39.465,6.664617886941937,1.1305974517704034,0,0.0
2013-03-16,47.0,47.0,47.4,46.3,16.32K,0.00%,40.32,6.46688731763175,1.0329544449904369,0,0.0
2013-03-17,47.4,47.0,47.7,46.8,13.94K,0.85%,41.17,6.206371937902039,1.003807065115396,0,0.0
2013-03-18,51.6,47.4,52.9,47.1,65.31K,8.86%,42.195,6.148296726051685,1.5296919486902687,-1,0.0
2013-03-19,59.1,51.6,62.0,50.0,111.70K,14.61%,43.605,6.6359051260626165,2.335024341915793,-1,-1.0
2013-03-20,64.5,59.1,66.0,57.7,93.14K,9.05%,45.16,7.680350869177983,2.518114123875949,-1,-1.0
2013-03-21,70.8,64.5,74.9,63.1,94.31K,9.86%,46.975,9.172778664126335,2.597359085222102,-1,-1.0
2013-03-22,69.9,70.8,73.8,65.0,73.20K,-1.38%,48.755,10.000498671776784,2.114394561110739,-1,-1.0
2013-03-23,64.3,69.9,70.5,52.3,150.46K,-7.90%,50.245,9.984802926131431,1.4076391996897977,0,-1.0
2013-03-24,71.5,64.3,72.5,62.7,42.02K,11.11%,52.010000000000005,10.479147213193832,1.8598841683854763,-1,0.0
2013-03-25,73.6,71.5,78.0,69.5,79.74K,2.94%,53.675,11.144971724362543,1.7878017542605873,-1,-1.0
2013-03-26,78.5,73.6,79.7,73.1,56.67K,6.66%,55.55,12.020399327809308,1.9092543745119148,-1,-1.0
2013-03-27,88.9,78.5,89.5,78.4,72.23K,13.27%,57.895,13.695849352036644,2.263824550274379,-1,-1.0
2013-03-28,86.2,88.9,95.7,75.0,140.26K,-3.08%,59.995000000000005,14.670718240229712,1.78621111597258,-1,-1.0
2013-03-29,90.5,86.2,93.1,83.0,83.18K,5.01%,62.18000000000001,15.811940857599003,1.7910514752772926,-1,-1.0
2013-03-30,92.2,90.5,95.0,87.0,37.29K,1.87%,64.49000000000001,16.674938648983584,1.661775229481222,-1,-1.0
2013-03-31,93.0,92.2,93.8,91.0,21.13K,0.91%,66.72,17.377377913767447,1.5123110132271071,-1,-1.0
2013-04-01,104.0,93.0,106.0,92.2,90.56K,11.79%,69.705,18.41971126695238,1.8618641466726016,-1,-1.0
2013-04-02,118.0,104.0,118.4,99.0,81.29K,13.44%,73.25999999999999,20.52727069303809,2.1795396314023257,-1,-1.0
2013-04-03,135.0,118.0,147.0,110.0,152.71K,14.43%,77.65,23.78994701438752,2.410682124063423,-1,-1.0
2013-04-04,132.1,135.0,142.1,116.4,88.36K,-2.13%,81.905,25.563697018685595,1.963526635576628,-1,-1.0
2013-04-05,142.3,132.1,144.9,130.2,68.59K,7.72%,86.67,27.52189750190309,2.0212995850359987,-1,-1.0
2013-04-06,142.6,142.3,143.9,139.5,18.29K,0.22%,91.43,28.58461308576966,1.7901239329866625,-1,-1.0
2013-04-07,162.3,142.6,164.9,142.6,60.96K,13.79%,96.965,31.075396851427016,2.102467116103772,-1,-1.0
2013-04-08,187.5,162.3,194.9,162.6,114.25K,15.53%,103.385,35.75238343177454,2.3527102790367738,-1,-1.0
2013-04-09,230.0,187.5,240.1,186.5,105.84K,22.67%,111.66,44.38837448559791,2.666013373352885,-1,-1.0
2013-04-10,165.0,230.0,266.0,105.0,190.18K,-28.26%,116.36999999999998,44.82020338618447,1.0850017698712608,0,-1.0
2013-04-11,124.9,165.0,188.7,110.2,118.75K,-24.30%,119.12,43.486363258769735,0.1329152305886229,0,0.0
2013-04-12,117.0,124.9,140.0,54.3,556.47K,-6.33%,121.755,41.543008468713154,-0.114459693105305,0,0.0
2013-04-13,93.0,117.0,130.0,85.5,238.35K,-20.51%,122.83,40.4375945455658,-0.7376798826742037,0,0.0
2013-04-14,90.0,93.0,110.0,84.4,166.28K,-3.23%,123.65,39.54314765311157,-0.8509691816946736,0,0.0
2013-04-15,82.4,90.0,102.0,71.5,236.67K,-8.46%,123.845,39.317753790849856,-1.0541039607823477,0,0.0
2013-04-16,68.4,82.4,84.5,50.0,572.35K,-17.03%,122.82,40.52537346819688,-1.3428623931796018,0,0.0
2013-04-17,93.1,68.4,98.8,63.3,327.63K,36.15%,123.165,40.225473403383454,-0.7474119620297912,0,0.0
2013-04-18,109.0,93.1,113.0,86.0,172.98K,17.13%,124.09,39.6432897354978,-0.3806444949619799,0,0.0
2013-04-19,118.5,109.0,136.4,105.5,257.17K,8.69%,125.405,38.96010746499815,-0.1772325706802392,0,0.0
2013-04-20,126.6,118.5,132.0,115.0,74.36K,6.87%,127.085,38.20636864795124,-0.012694218717015,0,0.0
2013-04-21,119.2,126.6,130.5,110.0,99.13K,-5.86%,127.845,37.87271584218844,-0.2282645912171386,0,0.0
2013-04-22,127.4,119.2,127.4,118.5,59.15K,6.88%,128.315,37.80237078335298,-0.0242048311002475,0,0.0
2013-04-23,143.5,127.4,144.0,125.0,116.15K,12.62%,128.73999999999998,37.92905288339761,0.3891476026405289,0,0.0
2013-04-24,154.2,143.5,166.4,141.0,225.90K,7.47%,129.845,38.3516619416187,0.635044187578486,0,0.0
2013-04-25,141.7,154.2,162.0,120.1,187.65K,-8.10%,129.815,38.34163979416186,0.3099763094068208,0,0.0
2013-04-26,136.9,141.7,145.0,121.4,129.01K,-3.39%,129.53,38.26270824321322,0.1926157435891184,0,0.0
2013-04-27,128.0,136.9,139.9,122.7,59.88K,-6.50%,127.815,37.47722501382454,0.0049363313300743,0,0.0
2013-04-28,134.4,128.0,136.7,127.5,27.52K,5.03%,125.16,34.81257183683404,0.2654213553456414,0,0.0
2013-04-29,144.0,134.4,149.1,133.0,70.21K,7.11%,120.86,25.15228147023424,0.9199960658592492,0,0.0
2013-04-30,139.2,144.0,146.9,134.0,65.23K,-3.31%,119.57,23.36759114220949,0.8400523562970853,0,0.0
2013-05-01,116.4,139.2,140.1,104.0,180.01K,-16.41%,119.145,23.34283334175709,-0.1175949791446088,0,0.0
2013-05-02,106.3,116.4,126.9,91.1,234.17K,-8.70%,118.61,23.516554079827845,-0.5234610461300261,0,0.0
2013-05-03,98.1,106.3,109.0,79.0,246.48K,-7.67%,118.865,23.250382566178956,-0.8931035840333102,0,0.0
2013-05-04,112.9,98.1,116.3,92.0,132.62K,15.09%,120.01000000000002,22.298451680966885,-0.3188562193342258,0,0.0
2013-05-05,116.0,112.9,118.8,107.0,84.21K,2.73%,121.69,20.50971271835536,-0.2774295319557399,0,0.0
2013-05-06,112.3,116.0,124.9,106.0,150.07K,-3.22%,123.885,16.45457143327122,-0.7040596618988855,0,0.0
